Li-Sm-Sn
Li-Ti-Ir
Li-Al-Ge
Rb-Li-S
Li-P-S
Li-Ti-N
Li-Pm-Al
Ba-Li-Sb
Li-Al-Cl
Li-As-S
Li-Ag-Hg
Li-La-Cd
Li-Pa-O
Li-Zn-Ni
Li-In-I
Li-Y-Al
Li-Tm-Au
Li-Y-Zn
Li-Mg-Br
Li-Sb-O
Li-Ga-Pd
Li-La-P
Li-Fe-As
Li-La-Bi
Li-Bi-Au
Li-Ca-Al
Sr-Li-In
Li-Y-Pb
Li-Sc-Ga
Li-La-Hg
Li-Cd-Cu
Li-Al-Ru
Li-Mg-In
Li-Ca-Cd
Li-Mg-Pt
Li-Mg-Ga
Li-Cu-Ag
Li-Sb-Pt
Li-Pd-Pb
Li-Sb-Au
Sr-Li-Rh
Li-Cr-Rh
Li-Hg-Bi
Ba-Sr-Li
Li-Ca-Tl
Li-Hf-Hg
Na-Sr-Li
Li-Be-Cu
Li-Ce-Mg
Li-Mg-W
Li-Mg-Sb
Li-Y-Si
Li-In-Si
Li-Mo-Se
Li-As-F
Li-Sb-Cl
Li-Sc-F
Cs-Li-O
Li-Yb-Ge
Li-Eu-In
Li-Nd-Pb
Li-Cd-Hg
Li-Ac-Sn
Li-Ac-Pb
Li-Er-O
Li-Al-O
Li-Ga-Co
Li-Dy-Pt
Li-Eu-Cd
Li-Nb-Ru
Li-Lu-In
Li-Pm-O
Li-Pr-Ir
Li-Lu-Re
Li-Th-Rh
Li-In-S
Li-Lu-Sn
Li-Te-N
Li-Th-F
Li-Cu-P
Li-W-N
Li-Co-Sb
Li-Ca-Ge
Li-Zn-Pb
Li-Al-Cu
Li-Sn-Pt
Li-Ni-F
Cs-Li-Pb
Li-Dy-Se
Li-Y-Sb
Li-Ge-Pd
Li-I-Br
Li-Mn-Br
Li-Ti-Te
Li-Co-Cl
Li-Rh-N
Li-Ag-N
Li-Au-N
Sr-Li-P
Ba-Li-N
Li-Al-N
Li-Pt-F
Li-Dy-S
Li-In-Ge
Li-Ce-Sn
Li-Ti-F
Li-Pb-O
Cs-Li-Br
Li-Yb-Cl
Li-Dy-Cl
K-Li-Si
Li-Sc-I
Li-V-Cl
Li-Au-S
Li-Nb-Cl
Li-Tl-Au
Li-Ga-Cu
Li-Ga-Te
Li-N-Cl
Li-Os-O
Li-Sm-Se
Li-Ga-Pt
Li-Y-F
Li-Zr-F
Li-Co-Ge
Li-B-N
Li-Pd-O
Li-Te-S
Li-Cr-Cl
Li-Sc-O
Li-In-Cl
Li-Ni-P
Li-W-F
K-Li-S
Li-Ni-S
Li-Cr-F
Li-Er-Ir
Li-Er-Au
Li-Er-Hg
Li-Sc-Pt
Li-Pr-Tl
Li-Si-Ru
Li-Ca-In
Li-Zn-Rh
Li-Zr-Au
Li-Si-Ir
Li-Mg-Sn
Li-Sm-Ir
Li-Nd-Tl
Li-Nd-In
Li-Yb-Si
Li-Pr-Pb
Li-Er-Tc
Sr-Li-Pb
Li-Cd-Pt
Li-Y-Ir
Li-La-Ir
Li-Zn-As
Li-Np-O
Li-Sc-Si
Li-Si-B
Li-Ca-Mg
Li-Tl-Pt
Li-Lu-Hg
Li-Hf-Ir
Li-Lu-Rh
Li-Al-Os
Li-Zr-Se
Li-Cd-As
Li-H-Pd
Ba-Li-F
Li-Nb-N
Li-Gd-Bi
Li-Be-H
Li-Er-Sn
Li-Dy-Sn
Li-Ag-Pd
Li-Zr-Ru
Li-As-Au
Li-La-Zn
Sr-Li-Cd
Ba-Li-Sn
Li-Y-Hg
Sr-Li-Pd
Li-P-Rh
Ba-Li-Mg
Li-Zr-Cu
Li-Pt-Pb
Li-Rh-Au
Li-Be-Sb
Li-Ca-Sb
Li-La-Si
Li-Ir-F
Li-Tb-Sn
Li-Nd-Ga
Li-Ce-Ga
Li-Ce-Al
Li-Ac-O
Li-Ho-In
Li-Mg-Cd
Li-Lu-Co
Li-Mg-Pb
Li-Nd-Zn
Li-Pm-Co
Li-Tb-In
Li-Mg-Al
Sr-Li-O
Na-Li-Ge
Li-Ho-Ge
Li-Ce-F
Li-Lu-Ge
Li-Tm-F
Li-Ni-Cl
Li-Er-F
Li-Cu-Si
Sr-Li-N
Li-Gd-S
Li-In-O
Li-U-I
Li-Bi-Te
Li-B-F
Li-Pt-N
Li-Ho-O
Na-Li-Au
Li-Y-Ge
Li-Al-Si
Li-Ho-S
Li-Ag-Sb
Li-Yb-Pb
Li-Gd-O
Li-Mo-F
Li-H-O
Li-Br-O
Li-Au-I
Li-Pb-Au
Li-Mg-P
Li-Gd-Se
Li-Cd-Cl
Li-Si-As
Li-Pd-W
Li-Tc-Pd
Li-Eu-Ge
Li-I-N
Li-U-Cl
Li-Sc-Cl
Li-Tb-O
Li-Al-B
Li-Lu-Pt
Li-Mn-Pt
Li-Dy-Au
Li-Tm-Hg
Li-In-Rh
Li-Tc-O
Li-Pm-Tl
Li-Pm-Sn
Li-Ho-Tl
Li-Sc-Rh
Li-Th-Au
Li-Ce-Tl
Li-Tb-Ir
Li-Tm-Pt
Li-Y-Au
Li-Lu-Al
Li-Ho-Al
Li-Zr-Ir
Li-Ru-F
Li-Lu-Pd
Li-Lu-Ru
Li-Ti-Pt
Li-Nd-Ru
Li-Be-O
Li-Ag-O
Li-Sc-S
Li-Sb-Pd
Li-Zn-P
Li-Dy-Sb
Li-Ho-Sb
Li-Dy-Ge
Li-Tm-Sn
Li-Fe-Pt
Li-Hg-Pt
Li-Eu-As
Li-Eu-Sb
Sr-Li-Tl
Li-Ta-Re
Li-Ni-As
Li-Cu-Au
Li-Zn-Ga
Li-Sn-Pb
Li-Hf-Au
Li-Cu-Pd
Li-Ag-As
Li-In-Ga
Li-Ga-Si
Li-Y-Br
Li-Tl-Sb
Li-Cd-O
Li-Ce-Os
Li-Yb-Al
Li-Ce-In
Li-Np-Ru
Li-Ce-Hg
Li-Eu-Hg
Li-Lu-Tl
Li-Gd-Al
Li-Nd-Au
Li-Pr-Rh
Li-Si-F
Li-Sn-Pd
Li-Ta-F
Li-Eu-F
Li-As-Se
Li-Zr-Pb
Li-Yb-F
Li-Ga-Ru
Li-Zn-I
Li-Mg-H
Li-Ga-Br
Li-Mg-B
Li-Mg-Cl
Li-Be-F
Li-Tm-Cl
Li-Fe-Ge
Li-B-Br
Li-H-Pt
Li-In-Ru
Li-Sn-P
Li-Ti-Sb
Li-Mo-Cl
Li-La-O
Li-Ce-As
Li-Pr-Ru
Li-Ge-Ir
Li-La-Pb
Li-Pm-Ir
Li-Sc-Au
Li-Pm-Ru
Li-Mg-Rh
Li-Pa-Pt
Li-Ac-In
Li-Sc-Tc
Li-Ho-Ru
Li-Tm-Co
Li-V-Rh
Li-Gd-Hg
Na-Li-Pt
Li-Ag-Te
Li-Se-N
Li-Fe-Pd
Li-Tl-Pb
Li-Lu-O
Li-Lu-Ga
Li-Mg-Pd
Li-Nd-Os
Li-Np-Ir
Li-Sn-Cl
Li-Ca-F
Li-Pr-Bi
Li-Mn-Sb
Li-Y-N
Li-Os-F
Li-Cd-Ir
Li-Ca-As
Li-Yb-Sb
Li-Sc-Al
Li-Cd-Ga
Li-Sn-Hg
Li-Tl-Ag
Li-Ga-Ag
Li-Cd-Ni
Li-In-Cu
Li-Zn-Hg
Li-Pt-Au
Li-Zn-Ru
Li-Rh-W
Li-La-Ge
Sr-Li-Zn
Ba-Li-Hg
Li-Be-Au
Li-Ga-Hg
Li-Ti-Pd
Li-Tm-Ga
Li-Np-Rh
Li-Be-Pt
Li-Gd-Ga
Li-Pr-Au
Li-Yb-O
Li-Sn-S
Li-Ta-Se
Li-Hf-S
Li-Sm-Br
Li-Er-Ge
Li-Tl-O
Li-Tb-S
Li-Tl-In
Li-Bi-N
Li-Cd-Sn
Li-Ca-Si
Li-U-F
Li-Al-F
Li-B-Pt
Li-B-Pd
Li-B-Ir
Li-Zr-P
Li-Nd-S
K-Li-Te
Li-Sc-N
Li-Co-F
Li-Ca-Bi
Li-Zr-Sc
Li-V-As
Li-Au-O
Li-Ti-As
Li-Ce-N
Li-Pr-Al
Li-Te-Pd
Li-Hf-Re
Li-Ge-Au
Li-Dy-Al
Li-Be-Ir
Li-Dy-Tc
Li-Y-Ru
Li-Ho-Au
Li-Pa-Ru
Li-Sm-Ru
Li-Hg-Au
Li-Gd-Ru
Sr-Li-Hg
Li-Ho-Ga
Li-Tm-Ir
Li-Gd-Au
Li-Zn-Pd
Li-Ho-Pt
Li-La-Os
Li-Si-Rh
Li-Ho-Ir
Li-P-F
Na-Li-Pb
Li-Al-Tc
Li-Ca-H
Li-Tl-Zn
Li-P-H
Li-Yb-As
Li-Ga-H
Sr-Li-Sn
Ba-Li-Cd
Li-Os-W
Li-Hg-Pb
Sr-Li-Ir
Li-Bi-Pd
Li-Sc-Zn
Li-Y-Ag
Li-Mn-Au
Li-Sn-B
Li-Nd-Ge
Li-Pd-F
Li-Sm-Al
Li-Ac-Al
Li-Ni-Sb
Li-Ac-Rh
Li-Eu-Tl
Li-Gd-Os
Li-Mg-Ni
Li-In-Ni
Li-Pr-Ga
Li-Sm-In
Rb-Li-Pb
Li-Sm-Si
Li-Ca-P
Li-Al-Ga
Ba-Li-Ge
Li-Ge-Rh
Li-Ni-Sn
Li-Hg-Ge
Li-Co-As
Li-Si-Pd
Li-Zn-Cl
Sr-Li-H
Rb-Li-Cl
Sr-Li-Bi
Li-Ir-Rh
Li-Ti-P
Li-W-S
Li-Sc-Ir
Li-Nd-Hg
Li-Sb-Rh
Li-Lu-Ir
Li-As-Rh
Li-Er-Al
Li-Tm-Tc
Li-Ac-Ge
Li-Ac-Ru
Li-Pm-Hg
Li-Pm-Rh
Li-Ac-Te
Li-Tb-Hg
Li-Hg-Pd
Li-Nd-Ir
Li-Zr-Re
Li-La-In
Li-Dy-Ru
Li-Hf-Rh
Li-Cd-Au
Li-Tm-Al
Rb-Li-Se
Li-Ce-Ru
Li-Ca-O
Li-Pm-Zn
Na-Li-As
Li-Nd-Sb
Li-Pr-Sb
Li-Nb-Se
Li-Sn-N
Li-Cd-P
Li-Ga-Bi
Li-Sn-Bi
Li-Ca-Pd
Li-Hg-Rh
Li-Ti-Au
Li-Mg-Ag
Li-Ga-Sn
Li-Mg-Cu
Li-V-Ru
Li-Be-Os
Li-Y-Co
Li-Al-Co
Sr-Li-Mg
Li-Sc-Hg
Li-Mg-Fe
Li-Ag-Se
Li-Ga-Se
Li-Al-Zn
Li-Th-Hg
Li-Th-Pt
Li-Nd-Sn
Li-Sn-Sb
Li-Al-Ag
Li-Zr-S
Cs-Li-C
Li-Sb-Se
Li-Mg-Bi
Li-V-Sn
Li-Gd-Ge
K-Li-As
Li-Au-C
Li-Zr-Ge
Li-Ga-S
Li-Al-Te
Li-Hg-Os
Li-H-Ir
Li-Mn-Pd
Li-Ac-Si
Li-Dy-Hg
Li-La-Sn
Li-Ac-Ga
Li-Ac-Ir
Sr-Li-Pt
Li-Pm-Si
Li-Nb-Rh
Li-Yb-Ga
Li-Yb-Rh
Li-Tl-Bi
Li-Sc-Ru
Li-Sm-Hg
Li-Pr-In
Li-Y-Pt
Li-Tm-Os
Li-Dy-Os
Li-Hf-Pt
Li-V-Ir
Li-Ho-Pd
Li-Tb-Tl
Li-Be-B
Ba-Li-Bi
Li-Ta-Pt
Li-Sc-Co
Li-Al-Hg
Li-Mn-Rh
Li-Ga-Tc
Li-P-Ru
Sr-Li-Al
Li-In-Br
Li-Ce-Pb
Li-Dy-Rh
Li-Pm-Pb
Li-Pr-Zn
Li-Th-Tc
Cs-Li-N
Li-Pr-Si
Li-Ho-F
Li-Tm-Br
Li-Sb-Te
Li-Eu-Ga
Rb-Li-Br
Na-Li-Si
Rb-Li-Ge
Li-B-Se
Li-B-Rh
Li-Ti-Re
Na-Li-Ta
Li-Ta-Be
Ba-Li-H
Li-H-Ru
Li-H-Os
Li-Er-Cl
K-Li-Sn
Li-Al-Se
Rb-Li-F
Li-Pr-As
Li-Ru-W
Li-Bi-Rh
Li-Dy-Ir
Li-Tm-Ru
Li-Y-Os
Li-Pm-Pt
Li-Pm-In
Li-Ti-Rh
Li-Yb-Ir
Li-Tb-Au
Li-Zr-Tc
Li-Ca-Ir
Li-Co-Si
Li-Tm-Pd
Li-In-F
Li-Sm-Au
Li-Er-Ga
Li-Sm-Bi
Li-Cr-Ir
Li-Ca-Pt
Li-In-Sb
Sr-Li-As
Li-Ce-Si
Li-Al-S
Li-Tl-F
Li-Yb-Cd
Li-Ac-Hg
Li-Eu-Ir
Li-Si-Pt
Li-Sm-Ga
Li-Be-Cl
K-Li-Pb
Li-Cu-Sb
Li-Zr-As
Li-Eu-H
Li-Te-Se
Li-W-Cl
Li-Ta-Ru
Li-Fe-Rh
Li-Be-Pd
Li-Yb-Pd
Li-Nd-Al
Li-Sm-Os
Li-Hf-Pd
Li-Be-As
Li-Ta-Ir
Li-Pr-Os
Li-Ce-P
Li-Be-P
