id,material_id,pretty_formula
1589,mp-1196748,LiMn3H6(SeO3)8
1590,mp-1196828,NaLiMgPO4F
1591,mp-1196988,K5Li2PrF10
1592,mp-1197046,Li3MgZn5(BH4)15
1593,mp-1197471,LiAs(XeF4)3
1594,mp-1197768,Ba2LiAl(CN2)4
1595,mp-1197930,CsLi2Gd4(BO3)5
1596,mp-1197982,K2LiIn(MoO4)3
1597,mp-1198331,Rb4LiH3(SO4)4
1598,mp-1198378,NaLiFePO4F
1599,mp-1199091,Li3B5(HO5)2
1600,mp-1199210,Li3MnP2(O3F2)2
1601,mp-1199215,LiSm(PO3)4
1602,mp-1199218,Li3As7(H3N)13
1603,mp-1199747,Li2MgB4(H17N3)2
1604,mp-1200209,Li2B6O9F2
1605,mp-1200250,NaLiNiPO4F
1606,mp-1200887,LiEu2CI3N2
1607,mp-1201314,Li8Be6P7O29
1608,mp-1202461,LiCa2Mn2Si5HO15
1609,mp-1203440,LiZnSO4F
1610,mp-1203555,LiBH7N
1611,mp-1204089,CsLiU(PS4)2
1612,mp-1205078,LiCe(PO3)4
1613,mp-1205167,Na3LiY3P3CO15F2
1614,mp-1206187,Rb2LiRhCl6
1615,mp-1206553,Rb2LiRuCl6
1616,mp-1206808,Cs2LiAlF6
1617,mp-1207213,K2LiCuF6
1618,mp-1209991,NaLiLu2F8
1619,mp-1210003,NaLiHo2F8
1620,mp-1210006,NaLiTm2F8
1621,mp-1210682,Na3Li3Rh2F12
1622,mp-1210849,Li2Fe(WO4)2
1623,mp-1210908,Li2Lu5B3O13
1624,mp-1210919,LiLa(WO4)2
1625,mp-1210923,Li2FeGeO4
1626,mp-1210935,Li3Dy3(TeO6)2
1627,mp-1210954,LiSm2RuO6
1628,mp-1210986,Li14Be6(BO3)9
1629,mp-1210989,Li3Er3(TeO6)2
1630,mp-1211020,LiGa(PO3)4
1631,mp-1211080,LiNd2RuO6
1632,mp-1211094,LiCaVF6
1633,mp-1211106,LiPr2RuO6
1634,mp-1211144,LiSm6B3O14
1635,mp-1211152,Li3Eu3(TeO6)2
1636,mp-1211168,Li4Be3P3IO12
1637,mp-1211213,Li3Tb3(TeO6)2
1638,mp-1211214,Li4Be3As3BrO12
1639,mp-1211226,Li3Y3(TeO6)2
1640,mp-1211241,LiNd6B3O14
1641,mp-1211252,Li2La(NO3)5
1642,mp-1211256,Li3Sm3(TeO6)2
1643,mp-1211510,KLiSm2(MoO4)4
1644,mp-1211621,LiZnP2HO7
1645,mp-1211786,Li6Eu(BO3)3
1646,mp-1212270,Li3Lu(NO3)6
1647,mp-1212457,Li3Gd3(TeO6)2
1648,mp-1214633,Ba2LiTeO6
1649,mp-1218428,Sr3LiBiO6
1650,mp-1218762,Sr2Li7CuN4
1651,mp-1219628,RbLiMn(BH4)4
1652,mp-1220972,NaLiZnS2
1653,mp-1222352,LiTiRhO4
1654,mp-1222366,LiNiRhF6
1655,mp-1222409,LiGaBH3O5
1656,mp-1222411,LiCa2CuN2
1657,mp-1222482,Li6AsS5I
1658,mp-1222517,LiLa5Si4N10O
1659,mp-1222525,LiAlGeO4
1660,mp-1222578,LiSc(BH4)4
1661,mp-1222638,LiMg4Al(MoO4)6
1662,mp-1222661,Li2MgCdP2
1663,mp-1222672,LiMgAl(MoO4)3
1664,mp-1222696,Li5Mn5(SeO3)8
1665,mp-1222810,Li2InP2HO8
1666,mp-1222830,Li2InFe(P2O7)2
1667,mp-1222849,Li2ScP2HO8
1668,mp-1222972,Li2TiFe(PO4)3
1669,mp-1223017,Li2TiCr(PO4)3
1670,mp-1223687,Li3Ce4B12(H12Cl)4
1671,mp-12240,Na2LiBe2F7
1672,mp-1226312,Cs2LiV3F12
1673,mp-12448,LiSm2OsO6
1674,mp-12449,LiPr2OsO6
1675,mp-12450,LiNd2OsO6
1676,mp-14030,Na2LiY(Si2O5)3
1677,mp-14363,Rb2LiAsO4
1678,mp-14364,Cs2LiAsO4
1679,mp-14466,KLi6IrO6
1680,mp-14484,KNaLi2(SO4)2
1681,mp-14638,Rb2LiGaF6
1682,mp-15079,Cs4KLiGa2F12
1683,mp-15472,Ba4LiCu(CO5)2
1684,mp-15543,NaLiZr(Si2O5)3
1685,mp-15549,K2LiAlF6
1686,mp-16055,KLi3Zr2(Si2O5)6
1687,mp-16181,Li6Ca12Re4N16O3
1688,mp-16282,KNa2Li3Cr2(Si2O5)6
1689,mp-16283,KNa2Li3Fe2(Si2O5)6
1690,mp-16577,Li2CaHfF8
1691,mp-16691,SrLi2Ti6O14
1692,mp-17034,BaLiCoF6
1693,mp-17240,RbNa3Li12(SiO4)4
1694,mp-17387,LiVAsO5
1695,mp-17664,LiNi2P3O10
1696,mp-17672,BaLi(B3O5)3
1697,mp-17718,CsKNa2Li12(SiO4)4
1698,mp-18048,LiZnAsO4
1699,mp-18194,LiTb(PO3)4
1700,mp-18422,RbLiZn2O3
1701,mp-18495,SrLi(B3O5)3
1702,mp-18640,LiTi2(PO4)3
1703,mp-18722,Cs2LiMnO4
1704,mp-18741,RbLiCrO4
1705,mp-18987,LiMoP2O7
1706,mp-19017,LiFePO4
1707,mp-19104,LiYb(WO4)2
1708,mp-19107,LiMnVO4
1709,mp-19131,LiMnBO3
1710,mp-20052,LiMnAsO4
1711,mp-21270,LiFe(GeO3)2
1712,mp-21650,Li2NiGe3O8
1713,mp-21778,Li2Fe2(MoO4)3
1714,mp-22200,LiMnFeF6
1715,mp-22663,Rb2LiFeF6
1716,mp-22694,LiPPbO4
1717,mp-23582,KLi6BiO6
1718,mp-23626,RbLi2(IO3)3
1719,mp-23648,Li4Al3Si3ClO12
1720,mp-23774,K2LiAlH6
1721,mp-23843,LiHSeO3
1722,mp-23985,LiH6BrO7
1723,mp-24405,LiCd4Ge5HO15
1724,mp-24413,Na2LiAlH6
1725,mp-25407,LiFePO4F
1726,mp-25410,LiMnPO4F
1727,mp-25423,LiVPO4F
1728,mp-25448,LiCrPO4F
1729,mp-25991,Li2Ni3(P2O7)2
1730,mp-26001,LiNi(PO3)3
1731,mp-26003,LiFe(PO3)3
1732,mp-26949,LiSn2(PO3)5
1733,mp-26963,LiVPO5
1734,mp-26995,LiCoP2O7
1735,mp-40575,LiNi2P4H3O14
1736,mp-41701,LiCo2P4H3O14
1737,mp-504354,LiBi(PO3)4
1738,mp-504806,K2Li14Pb3O14
1739,mp-504849,Cs2Li2SiO4
1740,mp-504854,Na2Li3CoO4
1741,mp-510635,KNa2LiTi2Fe2(SiO3)8
1742,mp-510641,LiFeAsO4
1743,mp-541190,Cs2LiVO4
1744,mp-541568,Sr2Li3NbN4
1745,mp-551092,KLiZnO2
1746,mp-551629,CsLiMoO4
1747,mp-552307,Li2Co(WO4)2
1748,mp-553962,Rb2LiNbS4
1749,mp-554108,LiRe(OF2)2
1750,mp-554164,KLiZnP2O7
1751,mp-554203,Li4Ga3Si3ClO12
1752,mp-554324,LiCa9Mn(PO4)7
1753,mp-554395,Na5Li3(TiS4)2
1754,mp-554446,Li2NiPO4F
1755,mp-554560,Li4Be3P3BrO12
1756,mp-554733,Li4Al3Ge3BrO12
1757,mp-554804,Li2MnP2O7
1758,mp-555089,SrLi4Ca(SiO4)2
1759,mp-555140,Cs2Li3GaO4
1760,mp-555186,Li2ZnSnS4
1761,mp-555232,LiU4P3O20
1762,mp-555486,LiEu(PO3)4
1763,mp-555958,Ba2Li3(PO3)7
1764,mp-556649,Li4Ga3Si3BrO12
1765,mp-556655,Li2AlBO4
1766,mp-556886,Li4Al3Ge3ClO12
1767,mp-557012,Li3Sc(BO3)2
1768,mp-557112,Li4Ga3Si3IO12
1769,mp-557456,Li4Al3Ge3IO12
1770,mp-557652,Li3Mo3P3O17
1771,mp-557717,Li3Nd3(WO6)2
1772,mp-557793,Rb4LiZr3H2F19
1773,mp-557969,LiLa2S2O8F3
1774,mp-558105,LiB6O9F
1775,mp-558267,NaLiSiB3HO8
1776,mp-558369,K2LiVO4
1777,mp-558897,LiMgIn(MoO4)3
1778,mp-559443,NaLi2Mo2P3O14
1779,mp-559452,Na5Li(PO4)2
1780,mp-559539,Li2U3P2O15
1781,mp-559680,LiV(GeO3)2
1782,mp-559840,LiV(SiO3)2
1783,mp-559875,K3Na2LiTeO6
1784,mp-559893,LiBi(PdO2)2
1785,mp-560036,Li2Ca3Be3Si3(O6F)2
1786,mp-560072,Li4Be3As3ClO12
1787,mp-560104,LiTaGeO5
1788,mp-560189,NaLi2BO3
1789,mp-560246,LiUP(H4O5)2
1790,mp-560653,RbNaLi6(SiO4)2
1791,mp-560667,CsLi(PO3)2
1792,mp-560793,Li2U(MoO5)2
1793,mp-560894,Li4Be3P3ClO12
1794,mp-561000,Cs4KLiFe2F12
1795,mp-561257,LiPr2C2N4F3
1796,mp-561410,LiFeMoClO4
1797,mp-561743,Li2CoSiO4
1798,mp-562394,Cs4Li2(Si2O5)3
1799,mp-567643,Ba12Na15Li8N6
1800,mp-568385,SrLiGaN2
1801,mp-568863,LiEu2CBr3N2
1802,mp-569001,Sr2LiCoN2
1803,mp-569282,LiCa10MgSb9
1804,mp-569782,Sr2LiCBr3N2
1805,mp-570771,BaLi2(MgSi)2
1806,mp-570850,LiCa2InGe2
1807,mp-571617,Sr2LiInGe2
1808,mp-574653,Cs2LiIr(CN)6
1809,mp-581225,KLiNd2(MoO4)4
1810,mp-581301,Li2MgMn3O8
1811,mp-601344,LiZr3H18N4F19
1812,mp-607785,Rb6LiNd11Se12(Cl4O9)4
1813,mp-607931,Cs3NaLi2(BO3)2
1814,mp-6113,LiTiAsO5
1815,mp-6126,LiCdBO3
1816,mp-6211,RbLiSO4
1817,mp-6247,Na3Li3Fe2F12
1818,mp-6253,KLiBeF4
1819,mp-6332,Li2TiSiO5
1820,mp-638276,LiEu4C3(IN2)3
1821,mp-6412,Li2CuP2O7
1822,mp-641919,KLi3Ca7Ti2Si12(O18F)2
1823,mp-643069,Li2HIO
1824,mp-643655,LiAl2H6ClO6
1825,mp-6442,LiAl(Si2O5)2
1826,mp-6450,K2LiAlP2
1827,mp-645405,Rb6LiPr11Se12(Cl4O9)4
1828,mp-6456,LiNbGeO5
1829,mp-6499,BaLiBO3
1830,mp-6527,Na3Li3In2F12
1831,mp-6565,Li3Sc2(PO4)3
1832,mp-6654,Cs2LiGaF6
1833,mp-6668,LiTiPO5
1834,mp-676483,NaLiZnP2O7
1835,mp-677627,Li3Nd3(TeO6)2
1836,mp-6787,RbLiB4O7
1837,mp-6799,LiCa4(BN2)3
1838,mp-679929,LiEu3SiCl3O4
1839,mp-6838,Na2LiFe(Si2O5)3
1840,mp-6844,KLi3Si12(SnO15)2
1841,mp-684817,K2LiTa6(PO8)3
1842,mp-690617,LiMn3Al2(HO2)6
1843,mp-697181,CsLi2(HO)3
1844,mp-697926,LiCd2HSe2O7
1845,mp-709186,K4LiH3(SO4)4
1846,mp-721239,Li10Ge(PSe6)2
1847,mp-721253,Li10Si(PSe6)2
1848,mp-722330,Li3La2H6(N3O10)3
1849,mp-743574,K3LiMn4(MoO4)6
1850,mp-753051,LiCrPHO5
1851,mp-753353,Sr4LiCu(CO5)2
1852,mp-753560,LiVPHO5
1853,mp-753660,Li2VCrP2(HO5)2
1854,mp-753690,Li4H3BrO3
1855,mp-753899,LiFe(CO3)2
1856,mp-754206,LiBi3(ClO2)2
1857,mp-754990,Li2VP2HO8
1858,mp-756275,LiTiCrO4
1859,mp-756507,LiFePHO5
1860,mp-756582,Li2CoGeO4
1861,mp-756864,LiCrSnO4
1862,mp-757868,K2Li3CoO4
1863,mp-759575,Li2FeSiO4
1864,mp-759912,Li10CoNi9O20
1865,mp-760034,Li2VFeP2(HO5)2
1866,mp-760046,LiPH21S3N7
1867,mp-760236,Li2VCrP2(O4F)2
1868,mp-7610,Li2CaSiO4
1869,mp-7611,Li2CaGeO4
1870,mp-761124,KLiMnPCO7
1871,mp-761940,Li2MnCo3O8
1872,mp-764571,Li2VFeP2(O4F)2
1873,mp-765311,LiVCrP2(HO5)2
1874,mp-766101,Li2FeP2HO8
1875,mp-768110,Li2Ti3CoO8
1876,mp-769530,Li3Mn4(FeO6)2
1877,mp-769637,Li5Ti6FeO16
1878,mp-771705,LiMnNbO4
1879,mp-772042,LiTiVO4
1880,mp-772395,LiV(OF)2
1881,mp-772981,Li2Zn3(Ge3O8)2
1882,mp-773085,LiCoSbO4
1883,mp-774432,K2Li3NiO4
1884,mp-774749,RbNa3Li12Ti4O16
1885,mp-774752,Li2MgTi3O8
1886,mp-774907,KLiZnS2
1887,mp-774920,LiFeSbO4
1888,mp-775304,Na9LiFe10(SiO3)20
1889,mp-775393,Li2Cr3SbO8
1890,mp-777670,Li4V3Cr3(SnO8)2
1891,mp-8220,LiTb(CuP)2
1892,mp-8294,Cs2Li2TiO4
1893,mp-8491,LiInP2O7
1894,mp-863378,LiCoPO4
1895,mp-866640,LiMgH6Ir
1896,mp-866667,Li3AsH36(SeN3)4
1897,mp-866716,RbLiH12Se3N4
1898,mp-8673,Li2SnTeO6
1899,mp-867640,Li4CoNi3O8
1900,mp-8796,Sr2LiSc(B2O5)2
1901,mp-943462,LiFeHSO5
1902,mp-9722,Na2LiGaAs2
1903,mp-979340,Sr2LiTaN3F
1904,mp-989512,LiTl2InCl6
1905,mp-989559,Cs2NaLiF6
1906,mp-989562,Cs2LiTlF6
1907,mp-989577,LiTl2GaF6
