entry_id,pretty_formula
mp-1138,LiF
mp-1184905,K
mp-31324,Li2In
mp-21293,Li3In2
mp-1138,LiF
mp-1184905,K
mp-31324,Li2In
mp-510430,Li13In3
mp-1138,LiF
mp-1184905,K
mp-1138,LiF
mp-1184905,K
mp-33,Ru
mp-135,Li
mp-463,KF
mp-1138,LiF
mp-1184905,K
mp-33,Ru
mp-1138,LiF
mp-1184905,K
mp-90,Cr
mp-135,Li
mp-463,KF
mp-1138,LiF
mp-1184905,K
mp-90,Cr
mp-757,Li3As
mp-1138,LiF
mp-1184905,K
mp-135,Li
mp-463,KF
mp-757,Li3As
mp-1138,LiF
mp-1184905,K
mp-28994,KLi2As
mp-14018,K3As
mp-463,KF
mp-1184905,K
mp-28994,KLi2As
mp-463,KF
mp-757,Li3As
mp-1184905,K
mp-1228988,AlAg3
mp-12735,KAg2
mp-463,KF
mp-1184905,K
mp-985805,AlAg2
mp-463,KF
mp-1184905,K
mp-134,Al
mp-985805,AlAg2
mp-1228988,AlAg3
mp-463,KF
mp-1184905,K
mp-1184905,K
mp-463,KF
mp-12735,KAg2
mp-74,Rh
mp-23193,KCl
mp-1025122,LuCu2
mp-1184905,K
mp-145,Lu
mp-580136,LuCu5
mp-23193,KCl
mp-1184905,K
mp-30,Cu
mp-580136,LuCu5
mp-23193,KCl
mp-1025122,LuCu2
mp-1184905,K
mp-23193,KCl
mp-1184151,Cs
mp-143,Tm
mp-1184905,K
mp-23193,KCl
mp-1184151,Cs
mp-145,Lu
mp-1184905,K
mp-571222,CsBr
mp-1184151,Cs
mp-28,Ce
mp-1184905,K
mp-23251,KBr
mp-571222,CsBr
mp-28,Ce
mp-1184905,K
mp-14018,K3As
mp-571222,CsBr
mp-23251,KBr
mp-1184905,K
mp-14018,K3As
mp-571222,CsBr
mp-1184151,Cs
mp-1184905,K
mp-463,KF
mp-1184151,Cs
mp-2,Pd
mp-1184905,K
mp-768368,K4I2O
mp-22898,KI
mp-1184905,K
mp-30,Cu
mp-768368,K4I2O
mp-28273,K3CuO2
mp-1184905,K
mp-30,Cu
mp-28171,K3IO
mp-28273,K3CuO2
mp-971,K2O
mp-1184905,K
mp-28171,K3IO
mp-768368,K4I2O
mp-28273,K3CuO2
mp-1184905,K
mp-1080443,YCu
mp-1184905,K
mp-1534,YS
mp-112,Y
mp-1080443,YCu
mp-2698,YCu2
mp-1184905,K
mp-1534,YS
mp-1006888,KYS2
mp-2797,YCu5
mp-1184905,K
mp-30,Cu
mp-1006888,KYS2
mp-1022,K2S
mp-1184905,K
mp-30,Cu
mp-1006888,KYS2
mp-2797,YCu5
mp-2698,YCu2
mp-1184905,K
mp-1006888,KYS2
mp-2698,YCu2
mp-1184905,K
mp-1534,YS
mp-980769,SmCu
mp-1269,SmS
mp-1184905,K
mp-69,Sm
mp-980769,SmCu
mp-1077154,SmCu2
mp-1269,SmS
mp-1184905,K
mp-227,SmCu5
mp-1077154,SmCu2
mp-1269,SmS
mp-1184905,K
mp-15783,KSmS2
mp-227,SmCu5
mp-1184905,K
mp-30,Cu
mp-15783,KSmS2
mp-1022,K2S
mp-1184905,K
mp-30,Cu
mp-15783,KSmS2
mp-227,SmCu5
mp-1269,SmS
mp-1184905,K
mp-1018737,KMgP
mp-8426,K2Se
mp-28424,K4P3
mp-1184905,K
mp-1185536,KMg149
mp-1018737,KMgP
mp-8426,K2Se
mp-1184905,K
mp-12735,KAg2
mp-8426,K2Se
mp-1184905,K
mp-2146,KGe
mp-1022,K2S
mp-30841,UPd3
mp-1184905,K
mp-44,U
mp-1022,K2S
mp-30841,UPd3
mp-1184905,K
mp-2,Pd
mp-1221,V3Ge
mp-560869,K3VO4
mp-1184905,K
mp-146,V
mp-2146,KGe
mp-1221,V3Ge
mp-560869,K3VO4
mp-1184905,K
mp-2146,KGe
mp-17015,K4GeO4
mp-560869,K3VO4
mp-1184905,K
mp-971,K2O
mp-17015,K4GeO4
mp-560869,K3VO4
mp-1184905,K
mp-28424,K4P3
mp-542374,KSn
mp-1022,K2S
mp-1184905,K
mp-2352,Na2O
mp-1184905,K
mp-49,Os
mp-1186055,Na
mp-971,K2O
mp-2352,Na2O
mp-1184905,K
mp-49,Os
mp-14018,K3As
mp-463,KF
mp-1184905,K
mp-54,Co
mp-1184905,K
mp-1079679,K2CdSn
mp-1022,K2S
mp-542374,KSn
mp-1202778,K3Cd16
mp-1184905,K
mp-1079679,K2CdSn
mp-1022,K2S
